"","professionals.professionals_location","lon","lat"
"1528","Brookline, Massachusetts",-71.1211635,42.3317642
"1529","White Plains, New York",-73.7629097,41.0339862
"1530","Neptune City, New Jersey",-74.0314165,40.2005472
"1531","California, California",-117.9859038,35.125801
"1532","Sunnyvale, California",-122.0363496,37.36883
"1533","Pittsburgh, Pennsylvania",-79.9958864,40.4406248
"1534","Jacksonville, Florida",-81.655651,30.3321838
"1535","Cambridge, Massachusetts",-71.1097335,42.3736158
"1536","New York, New York",-74.0059728,40.7127753
"1537","California, California",-117.9859038,35.125801
"1538","Orlando, Florida",-81.3789269,28.5383832
"1539","Cambridge, Massachusetts",-71.1097335,42.3736158
"1540","Boston, Massachusetts",-71.0588801,42.3600825
"1541","Sunnyvale, California",-122.0363496,37.36883
"1542","Sunnyvale, California",-122.0363496,37.36883
"1543","Decatur, Georgia",-84.2963123,33.7748275
"1544","California, California",-117.9859038,35.125801
"1545","California, California",-117.9859038,35.125801
"1546","San Francisco, California",-122.4194155,37.7749295
"1547","Portland, Oregon",-122.6783853,45.515232
"1548","North Carolina, North Carolina",-79.0192997,35.7595731
"1549","Somerville, Massachusetts",-71.0994968,42.3875968
"1550","Monsey, New York",-74.0684751,41.1112069
"1551","Newark, Delaware",-75.7496572,39.6837226
"1552","Nottingham, England, United Kingdom",-1.1581086,52.9547832
"1553","Warrington, England, United Kingdom",-2.5969501,53.3900441
"1554","Warrington, England, United Kingdom",-2.5969501,53.3900441
"1555","Hove, England, United Kingdom",-0.168749,50.8279319
"1556","Brighton, England, United Kingdom",-0.137163,50.82253
"1557","Edinburgh, Scotland, United Kingdom",-3.188267,55.953252
"1558","Brighton, England, United Kingdom",-0.137163,50.82253
"1559","San Francisco, California",-122.4194155,37.7749295
"1560","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1561","Bengaluru, Karnataka, India",77.5945627,12.9715987
"1562","Cambridge, Massachusetts",-71.1097335,42.3736158
"1563","Los Angeles, California",-118.2436849,34.0522342
"1564","San Francisco, California",-122.4194155,37.7749295
"1565","Nottingham, England, United Kingdom",-1.1581086,52.9547832
"1566","Nottingham, England, United Kingdom",-1.1581086,52.9547832
"1567","Nottingham, England, United Kingdom",-1.1581086,52.9547832
"1568","Nottingham, England, United Kingdom",-1.1581086,52.9547832
"1569","Nottingham, England, United Kingdom",-1.1581086,52.9547832
"1570","Nottingham, England, United Kingdom",-1.1581086,52.9547832
"1571","Warrington, England, United Kingdom",-2.5969501,53.3900441
"1572","Orlando, Florida",-81.3789269,28.5383832
"1573","Jacksonville, Florida",-81.655651,30.3321838
"1574","Jacksonville, Florida",-81.655651,30.3321838
"1575","Warrington, England, United Kingdom",-2.5969501,53.3900441
"1576","Orlando, Florida",-81.3789269,28.5383832
"1577","Jacksonville, Florida",-81.655651,30.3321838
"1578","Deltona, Florida",-81.2636738,28.9005446
"1579","Orlando, Florida",-81.3789269,28.5383832
"1580","Nottingham, England, United Kingdom",-1.1581086,52.9547832
"1581","California, California",-117.9859038,35.125801
"1582","Bengaluru, Karnataka, India",77.5945627,12.9715987
"1583","California, California",-117.9859038,35.125801
"1584","San Francisco, California",-122.4194155,37.7749295
"1585","San Francisco, California",-122.4194155,37.7749295
"1586","Nottingham, England, United Kingdom",-1.1581086,52.9547832
"1587","Nottingham, England, United Kingdom",-1.1581086,52.9547832
"1588","Nottingham, England, United Kingdom",-1.1581086,52.9547832
"1589","San Francisco, California",-122.4194155,37.7749295
"1590","San Francisco, California",-122.4194155,37.7749295
"1591","San Francisco, California",-122.4194155,37.7749295
"1592","San Francisco, California",-122.4194155,37.7749295
"1593","California, California",-117.9859038,35.125801
"1594","Baltimore, Maryland",-76.6121893,39.2903848
"1595","California, California",-117.9859038,35.125801
"1596","Columbia, Missouri",-92.3340724,38.9517053
"1597","Hagerstown, Maryland",-77.7199932,39.6417629
"1598","Appleton, Wisconsin",-88.4153847,44.2619309
"1599","Leominster, Massachusetts",-71.759794,42.5250906
"1600","Woburn, Massachusetts",-71.1522765,42.4792618
"1601","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1602","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1603","Newark, Delaware",-75.7496572,39.6837226
"1604","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1605","Toughkenamon, Pennsylvania",-75.757439,39.8314987
"1606","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1607","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1608","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1609","Newark, Delaware",-75.7496572,39.6837226
"1610","Newark, Delaware",-75.7496572,39.6837226
"1611","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1612","United States",-95.712891,37.09024
"1613","Singapore",103.819836,1.352083
"1614","Newark, Delaware",-75.7496572,39.6837226
"1615","London, Ontario, Canada",-81.2452768,42.9849233
"1616","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1617","Boston, Massachusetts",-71.0588801,42.3600825
"1618","Newark, Delaware",-75.7496572,39.6837226
"1619","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1620","Newark, Delaware",-75.7496572,39.6837226
"1621","United States",-95.712891,37.09024
"1622","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1623","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1624","Vadodara, Gujarat, India",73.1812187,22.3071588
"1625","Newark, Delaware",-75.7496572,39.6837226
"1626","Newark, Delaware",-75.7496572,39.6837226
"1627","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1628","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1629","San Jose, California",-121.8863286,37.3382082
"1630","Boston, Massachusetts",-71.0588801,42.3600825
"1631","Boston, Massachusetts",-71.0588801,42.3600825
"1632","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1633","California, California",-117.9859038,35.125801
"1634","California, California",-117.9859038,35.125801
"1635","Las Vegas, Nevada",-115.1398296,36.1699412
"1636","Toledo, Ohio",-83.5378674,41.6528052
"1637","Chennai, Tamil Nadu, India",80.2707184,13.0826802
"1638","New York, New York",-74.0059728,40.7127753
"1639","Ardmore, Pennsylvania",-75.2854622,40.0067785
"1640","Syracuse, New York",-76.1474244,43.0481221
"1641","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1642","Newark, Delaware",-75.7496572,39.6837226
"1643","Newark, Delaware",-75.7496572,39.6837226
"1644","California, California",-117.9859038,35.125801
"1645","Newark, Delaware",-75.7496572,39.6837226
"1646","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1647","Leominster, Massachusetts",-71.759794,42.5250906
"1648","Newark, Delaware",-75.7496572,39.6837226
"1649","Chapel Hill, North Carolina",-79.0558445,35.9131996
"1650","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1651","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1652","Newark, Delaware",-75.7496572,39.6837226
"1653","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1654","Wilmington, Delaware",-75.5483909,39.744655
"1655","Newark, Delaware",-75.7496572,39.6837226
"1656","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1657","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1658","United States",-95.712891,37.09024
"1659","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1660","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1661","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1662","Tallahassee, Florida",-84.2807329,30.4382559
"1663","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1664","Henderson, Nevada",-114.9817213,36.0395247
"1665","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1666","Newark, Delaware",-75.7496572,39.6837226
"1667","Newark, Delaware",-75.7496572,39.6837226
"1668","Santa Fe, New Mexico",-105.937799,35.6869752
"1669","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1670","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1671","Quarryville, Pennsylvania",-76.1635655,39.897047
"1672","Leominster, Massachusetts",-71.759794,42.5250906
"1673","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1674","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1675","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1676","Newark, Delaware",-75.7496572,39.6837226
"1677","Pittsburgh, Pennsylvania",-79.9958864,40.4406248
"1678","San Francisco, California",-122.4194155,37.7749295
"1679","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1680","Newark, Delaware",-75.7496572,39.6837226
"1681","Newark, Delaware",-75.7496572,39.6837226
"1682","Leominster, Massachusetts",-71.759794,42.5250906
"1683","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1684","Denver, Colorado",-104.990251,39.7392358
"1685","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1686","California, California",-117.9859038,35.125801
"1687","Bengaluru, Karnataka, India",77.5945627,12.9715987
"1688","Las Vegas, Nevada",-115.1398296,36.1699412
"1689","Newark, Delaware",-75.7496572,39.6837226
"1690","Las Vegas, Nevada",-115.1398296,36.1699412
"1691","New York, New York",-77.8856212,42.8710697
"1692","Newark, Delaware",-75.7496572,39.6837226
"1693","Newark, Delaware",-75.7496572,39.6837226
"1694","Livermore, California",-121.7684732,37.6818688
"1695","Newark, Delaware",-75.7496572,39.6837226
"1696","Las Vegas, Nevada",-115.1398296,36.1699412
"1697","Hartford, Connecticut",-72.6733723,41.7658043
"1698","Newark, Delaware",-75.7496572,39.6837226
"1699","Newark, Delaware",-75.7496572,39.6837226
"1700","Newark, Delaware",-75.7496572,39.6837226
"1701","Newark, Delaware",-75.7496572,39.6837226
"1702","Las Vegas, Nevada",-115.1398296,36.1699412
"1703","New York, New York",-74.0059728,40.7127753
"1704","Newark, Delaware",-75.7496572,39.6837226
"1705","Newark, Delaware",-75.7496572,39.6837226
"1706","Newark, Delaware",-75.7496572,39.6837226
"1707","Newark, Delaware",-75.7496572,39.6837226
"1708","California, California",-117.9859038,35.125801
"1709","Newark, Delaware",-75.7496572,39.6837226
"1710","San Francisco, California",-122.4194155,37.7749295
"1711","Newark, Delaware",-75.7496572,39.6837226
"1712","Newark, Delaware",-75.7496572,39.6837226
"1713","Newark, Delaware",-75.7496572,39.6837226
"1714","Newark, Delaware",-75.7496572,39.6837226
"1715","Newark, Delaware",-75.7496572,39.6837226
"1716","Newark, Delaware",-75.7496572,39.6837226
"1717","United States",-95.712891,37.09024
"1718","Newark, Delaware",-75.7496572,39.6837226
"1719","Newark, Delaware",-75.7496572,39.6837226
"1720","Washington, Washington",-80.2461714,40.17396
"1721","Los Angeles, California",-118.2436849,34.0522342
"1722","Newark, Delaware",-75.7496572,39.6837226
"1723","Newark, Delaware",-75.7496572,39.6837226
"1724","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1725","Wilmington, North Carolina",-77.8868117,34.2103894
"1726","Las Vegas, Nevada",-115.1398296,36.1699412
"1727","North Augusta, South Carolina",-81.9651152,33.5018026
"1728","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1729","Bethesda, Maryland",-77.0947092,38.984652
"1730","Baltimore, Maryland",-76.6121893,39.2903848
"1731","Newark, Delaware",-75.7496572,39.6837226
"1732","Newark, Delaware",-75.7496572,39.6837226
"1733","Leominster, Massachusetts",-71.759794,42.5250906
"1734","Henderson, Nevada",-114.9817213,36.0395247
"1735","Las Vegas, Nevada",-115.1398296,36.1699412
"1736","Dartmouth, Massachusetts",-70.9704787,41.6130323
"1737","Las Vegas, Nevada",-115.1398296,36.1699412
"1738","Newark, Delaware",-75.7496572,39.6837226
"1739","Saint Petersburg, Florida",-82.6402915,27.7676008
"1740","Boston, Massachusetts",-71.0588801,42.3600825
"1741","California, California",-117.9859038,35.125801
"1742","Newark, Delaware",-75.7496572,39.6837226
"1743","Newark, Delaware",-75.7496572,39.6837226
"1744","United States",-95.712891,37.09024
"1745","United States",-95.712891,37.09024
"1746","Boston, Massachusetts",-71.0588801,42.3600825
"1747","McAllen, Texas",-98.2300124,26.2034071
"1748","Las Vegas, Nevada",-115.1398296,36.1699412
"1749","Henderson, Nevada",-114.9817213,36.0395247
"1750","Boston, Massachusetts",-71.0588801,42.3600825
"1751","Newark, Delaware",-75.7496572,39.6837226
"1752","Newark, Delaware",-75.7496572,39.6837226
"1753","Fishers, Indiana",-86.0171742,39.9568857
"1754","Las Vegas, Nevada Area",-115.1398296,36.1699412
"1755","Las Vegas, Nevada Area",-115.1398296,36.1699412
"1756","Las Vegas, Nevada Area",-115.1398296,36.1699412
"1757","Las Vegas, Nevada",-115.1398296,36.1699412
"1758","Newark, Delaware",-75.7496572,39.6837226
"1759","United States",-95.712891,37.09024
"1760","Atlanta, Georgia",-84.3879824,33.7489954
"1761","Las Vegas, Nevada",-115.1398296,36.1699412
"1762","California, California",-117.9859038,35.125801
"1763","Chennai, Tamil Nadu, India",80.2707184,13.0826802
"1764","Boston, Massachusetts",-71.0588801,42.3600825
"1765","Boston, Massachusetts",-71.0588801,42.3600825
"1766","Ypsilanti, Michigan",-83.6129939,42.2411499
"1767","Wilmington, North Carolina",-77.8868117,34.2103894
"1768","Boston, Massachusetts",-71.0588801,42.3600825
"1769","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1770","Brockton, Massachusetts",-71.0183787,42.0834335
"1771","Newark, Delaware",-75.7496572,39.6837226
"1772","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1773","Las Vegas, Nevada",-115.1398296,36.1699412
"1774","Las Vegas, Nevada Area",-115.1398296,36.1699412
"1775","Newton, Massachusetts",-71.2092214,42.3370413
"1776","Chicago, Illinois",-87.6297982,41.8781136
"1777","Newark, Delaware",-75.7496572,39.6837226
"1778","Las Vegas, Nevada Area",-115.1398296,36.1699412
"1779","Austin, Texas",-97.7430608,30.267153
"1780","Wilmington, Delaware",-75.5483909,39.744655
"1781","Huntsville, Alabama",-86.5861037,34.7303688
"1782","California, California",-117.9859038,35.125801
"1783","Washington",-120.7401385,47.7510741
"1784","California, California",-117.9859038,35.125801
"1785","Haddonfield, New Jersey",-75.0376707,39.8915022
"1786","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1787","United States",-95.712891,37.09024
"1788","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1789","Chile",-71.542969,-35.675147
"1790","Washington, Washington",-80.2461714,40.17396
"1791","New York, New York",-77.8856212,42.8710697
"1792","Westfield, Massachusetts",-72.749538,42.1250929
"1793","Los Angeles, California",-118.2436849,34.0522342
"1794","Chicago, Illinois",-87.6297982,41.8781136
"1795","California, California",-117.9859038,35.125801
"1796","Oshawa, Ontario, Canada",-78.8657912,43.8970929
"1797","Newark, Delaware",-75.7496572,39.6837226
"1798","New York, New York",-74.0059728,40.7127753
"1799","Clayton, North Carolina",-78.4563914,35.650711
"1800","North Carolina, North Carolina",-79.0192997,35.7595731
"1801","Atlanta, Georgia",-84.3879824,33.7489954
"1802","Chennai, Tamil Nadu, India",80.2707184,13.0826802
"1803","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1804","Boston, Massachusetts",-71.0588801,42.3600825
"1805","Wayne, New Jersey",-74.2765441,40.9253725
"1806","San Mateo, California",-122.3255254,37.5629917
"1807","San Diego, California",-117.1610838,32.715738
"1808","Denver, Colorado",-104.990251,39.7392358
"1809","Spring, Texas",-95.4171601,30.0799405
"1810","Columbia, South Carolina",-81.0348144,34.0007104
"1811","Homestead, Pennsylvania",-79.9119948,40.4059025
"1812","Wayne, Pennsylvania",-75.3698895,40.0415996
"1813","Costa Rica",-83.753428,9.748917
"1814","California, California",-117.9859038,35.125801
"1815","India",78.96288,20.593684
"1816","New York, New York",-74.0059728,40.7127753
"1817","Bridgewater, Massachusetts",-70.9750541,41.9903519
"1818","New York, New York",-77.8856212,42.8710697
"1819","Pittsburgh, Pennsylvania",-79.9958864,40.4406248
"1820","Indiana, Indiana",-86.1349019,40.2671941
"1821","Fort Lauderdale, Florida",-80.1373174,26.1224386
"1822","Nashville, Tennessee",-86.7816016,36.1626638
"1823","Phoenix, Arizona",-112.0740373,33.4483771
"1824","San Francisco, California",-122.4194155,37.7749295
"1825","Tempe, Arizona",-111.9400054,33.4255104
"1826","Indiana, Indiana",-86.1349019,40.2671941
"1827","Columbus, Ohio",-82.9987942,39.9611755
"1828","Johnstown, Pennsylvania",-78.9219698,40.3267407
"1829","California, California",-117.9859038,35.125801
"1830","Houston, Texas",-95.3698028,29.7604267
"1831","Round Rock, Texas",-97.678896,30.5082551
"1832","Chicago, Illinois",-87.6297982,41.8781136
"1833","California, California",-117.9859038,35.125801
"1834","Boston, Massachusetts",-71.0588801,42.3600825
"1835","Katy, Texas",-95.8245093,29.7857765
"1836","Washington",-120.7401385,47.7510741
"1837","Boston, Massachusetts",-71.0588801,42.3600825
"1838","San Antonio, Texas",-98.4936282,29.4241219
"1839","Kirkland, Washington",-122.2059833,47.6768927
"1840","Kirkland, Washington",-122.2059833,47.6768927
"1841","Boerne, Texas",-98.7319703,29.7946641
"1842","Harrison, New York",-73.7176337,40.9700171
"1843","Greeley, Pennsylvania",-74.9951695,41.4212016
"1844","California, California",-117.9859038,35.125801
"1845","Marlow, Oklahoma",-97.9580933,34.6481318
"1846","New York, New York",-74.0059728,40.7127753
"1847","Detroit, Michigan",-83.0457538,42.331427
"1848","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1849","Glendale, Arizona",-112.1859866,33.5386523
"1850","California, California",-117.9859038,35.125801
"1851","Ontario, Ontario, Canada",-85.323214,51.253775
"1852","Phoenix, Arizona",-112.0740373,33.4483771
"1853","Fuquay Varina, North Carolina",-78.8000128,35.5843235
"1854","Boston, Massachusetts",-71.0588801,42.3600825
"1855","Matawan, New Jersey",-74.2295891,40.41483
"1856","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1857","Mesa, Arizona",-111.8314724,33.4151843
"1858","Washington",-120.7401385,47.7510741
"1859","San Diego, California",-117.1610838,32.715738
"1860","San Francisco, California",-122.4194155,37.7749295
"1861","Gloucester, England, United Kingdom",-2.238156,51.8642449
"1862","Grapevine, Texas",-97.0780654,32.9342919
"1863","California, California",-117.9859038,35.125801
"1864","Sunnyvale, California",-122.0363496,37.36883
"1865","Fort Mill, South Carolina",-80.9450759,35.0073697
"1866","Santa Cruz, California",-122.0307963,36.9741171
"1867","Albany, New York",-73.7562317,42.6525793
"1868","New York, New York",-74.0059728,40.7127753
"1869","Chicago, Illinois",-87.6297982,41.8781136
"1870","Cameroon",12.354722,7.369722
"1871","Los Angeles, California",-118.2436849,34.0522342
"1872","New York, New York",-74.0059728,40.7127753
"1873","Bengaluru, Karnataka, India",77.5945627,12.9715987
"1874","Denham Springs, Louisiana",-90.9562125,30.4868564
"1875","Ontario, Ontario, Canada",-85.323214,51.253775
"1876","London, Ontario, Canada",-81.2452768,42.9849233
"1877","Los Angeles, California",-118.2436849,34.0522342
"1878","Saint Paul, Minnesota",-93.0899578,44.9537029
"1879","Kailua, Hawaii",-157.7394444,21.4022222
"1880","Boston, Massachusetts",-71.0588801,42.3600825
"1881","California, California",-117.9859038,35.125801
"1882","Roselle, Illinois",-88.0797933,41.9847504
"1883","New York, New York",-74.0059728,40.7127753
"1884","Atherton, California",-122.197743,37.4613272
"1885","Seattle, Washington",-122.3320708,47.6062095
"1886","Boston, Massachusetts",-71.0588801,42.3600825
"1887","Guntersville, Alabama",-86.2947041,34.3581473
"1888","New York, New York",-77.8856212,42.8710697
"1889","Everett, Massachusetts",-71.0536625,42.40843
"1890","San Francisco, California",-122.4194155,37.7749295
"1891","Chicago, Illinois",-87.6297982,41.8781136
"1892","New York, New York",-74.0059728,40.7127753
"1893","Jackson, Tennessee",-88.8139469,35.6145169
"1894","Montevideo, Montevideo Department, Uruguay",-56.2138256,-34.8181587
"1895","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1896","Richmond, Virginia",-77.4360481,37.5407246
"1897","San Francisco Bay Area",-122.2913078,37.8271784
"1898","Kolkata, West Bengal, India",88.363895,22.572646
"1899","California, California",-117.9859038,35.125801
"1900","New York, New York",-74.0059728,40.7127753
"1901","California, California",-117.9859038,35.125801
"1902","San Francisco, California",-122.4194155,37.7749295
"1903","Hong Kong",114.1693611,22.3193039
"1904","Newtown, Pennsylvania",-74.9322596,40.2283371
"1905","Boston, Massachusetts",-71.0588801,42.3600825
"1906","Cambridge, Massachusetts",-71.1097335,42.3736158
"1907","Sacramento, California",-121.4943996,38.5815719
"1908","Chennai, Tamil Nadu, India",80.2707184,13.0826802
"1909","Las Vegas, Nevada",-115.1398296,36.1699412
"1910","New York, New York",-74.0059728,40.7127753
"1911","Chicago, Illinois",-87.6297982,41.8781136
"1912","Chicago, Illinois",-87.6297982,41.8781136
"1913","California, California",-117.9859038,35.125801
"1914","Boston, Massachusetts",-71.0588801,42.3600825
"1915","New York, New York",-74.0059728,40.7127753
"1916","Egypt",30.802498,26.820553
"1917","Boston, Massachusetts",-71.0588801,42.3600825
"1918","California, California",-117.9859038,35.125801
"1919","Massachusetts, Massachusetts",-71.3824374,42.4072107
"1920","Boston, Massachusetts",-71.0588801,42.3600825
"1921","England, England, United Kingdom",-1.1743197,52.3555177
"1922","Cape Town, Western Cape, South Africa",18.4240553,-33.9248685
"1923","California, California",-117.9859038,35.125801
"1924","Milwaukee, Wisconsin",-87.9064736,43.0389025
"1925","Los Angeles, California",-118.2436849,34.0522342
"1926","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1927","New York, New York",-74.0059728,40.7127753
"1928","New York, New York",-74.0059728,40.7127753
"1929","New York, New York",-74.0059728,40.7127753
"1930","California, California",-117.9859038,35.125801
"1931","California, California",-117.9859038,35.125801
"1932","New York, New York",-74.0059728,40.7127753
"1933","New York, New York",-74.0059728,40.7127753
"1934","California, California",-117.9859038,35.125801
"1935","New York, New York",-74.0059728,40.7127753
"1936","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1937","New York, New York",-74.0059728,40.7127753
"1938","Boston, Massachusetts",-71.0588801,42.3600825
"1939","San Francisco, California",-122.4194155,37.7749295
"1940","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1941","California, California",-117.9859038,35.125801
"1942","Fayetteville, North Carolina",-78.8783585,35.0526641
"1943","San Francisco, California",-122.4194155,37.7749295
"1944","New York, New York",-77.8856212,42.8710697
"1945","Noida, Uttar Pradesh, India",77.3910265,28.5355161
"1946","Lima, Ohio",-84.1052256,40.742551
"1947","Canada",-106.346771,56.130366
"1948","Washington",-120.7401385,47.7510741
"1949","California, California",-117.9859038,35.125801
"1950","San Francisco, California",-122.4194155,37.7749295
"1951","California, California",-117.9859038,35.125801
"1952","Hong Kong",114.1693611,22.3193039
"1953","San Francisco, California",-122.4194155,37.7749295
"1954","Los Angeles, California",-118.2436849,34.0522342
"1955","San Mateo, California",-122.3255254,37.5629917
"1956","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"1957","San Francisco, California",-122.4194155,37.7749295
"1958","Fresno, California",-119.7871247,36.7377981
"1959","San Francisco, California",-122.4194155,37.7749295
"1960","Los Angeles, California",-118.2436849,34.0522342
"1961","Justin, Texas",-97.2961286,33.0848442
"1962","San Francisco, California",-122.4194155,37.7749295
"1963","San Francisco, California",-122.4194155,37.7749295
"1964","San Francisco, California",-122.4194155,37.7749295
"1965","California, California",-117.9859038,35.125801
"1966","Lakeland, Florida",-81.9498042,28.0394654
"1967","Ireland",-7.6920536,53.1423672
"1968","Mansfield, Texas",-97.1416768,32.5631924
"1969","Los Angeles, California",-118.2436849,34.0522342
"1970","San Francisco, California",-122.4194155,37.7749295
"1971","San Francisco, California",-122.4194155,37.7749295
"1972","San Francisco, California",-122.4194155,37.7749295
"1973","San Francisco, California",-122.4194155,37.7749295
"1974","Santa Cruz, California",-122.0307963,36.9741171
"1975","San Francisco, California",-122.4194155,37.7749295
"1976","Santa Monica, California",-118.4911912,34.0194543
"1977","Manila, Metro Manila, Philippines",120.9842195,14.5995124
"1978","Los Angeles, California",-118.2436849,34.0522342
"1979","California, California",-117.9859038,35.125801
"1980","California, California",-117.9859038,35.125801
"1981","California, California",-117.9859038,35.125801
"1982","California, California",-117.9859038,35.125801
"1983","Pittsburgh, Pennsylvania",-79.9958864,40.4406248
"1984","Sunnyvale, California",-122.0363496,37.36883
"1985","Boston, Massachusetts",-71.0588801,42.3600825
"1986","San Francisco, California",-122.4194155,37.7749295
"1987","Bengaluru, Karnataka, India",77.5945627,12.9715987
"1988","San Francisco, California",-122.4194155,37.7749295
"1989","California, California",-117.9859038,35.125801
"1990","San Francisco, California",-122.4194155,37.7749295
"1991","Los Angeles, California",-118.2436849,34.0522342
"1992","San Francisco, California",-122.4194155,37.7749295
"1993","Sunnyvale, California",-122.0363496,37.36883
"1994","Redwood City, California",-122.228141,37.4847955
"1995","Bengaluru, Karnataka, India",77.5945627,12.9715987
"1996","San Francisco, California",-122.4194155,37.7749295
"1997","Sunnyvale, California",-122.0363496,37.36883
"1998","Sunnyvale, California",-122.0363496,37.36883
"1999","California, California",-117.9859038,35.125801
"2000","Dubai, United Arab Emirates",55.2707828,25.2048493
"2001","Sunnyvale, California",-122.0363496,37.36883
"2002","Sunnyvale, California",-122.0363496,37.36883
"2003","Sunnyvale, California",-122.0363496,37.36883
"2004","Sunnyvale, California",-122.0363496,37.36883
"2005","San Francisco, California",-122.4194155,37.7749295
"2006","Houston, Texas",-95.3698028,29.7604267
"2007","Egypt",30.802498,26.820553
"2008","San Francisco, California",-122.4194155,37.7749295
"2009","San Francisco, California",-122.4194155,37.7749295
"2010","Sunnyvale, California",-122.0363496,37.36883
"2011","San Francisco, California",-122.4194155,37.7749295
"2012","New York, New York",-74.0059728,40.7127753
"2013","Chicago, Illinois",-87.6297982,41.8781136
"2014","San Diego, California",-117.1610838,32.715738
"2015","San Francisco, California",-122.4194155,37.7749295
"2016","San Francisco, California",-122.4194155,37.7749295
"2017","Noida, Uttar Pradesh, India",77.3910265,28.5355161
"2018","Washington",-120.7401385,47.7510741
"2019","Las Vegas, Nevada",-115.1398296,36.1699412
"2020","Austin, Texas",-97.7430608,30.267153
"2021","San Francisco, California",-122.4194155,37.7749295
"2022","Boston, Massachusetts",-71.0588801,42.3600825
"2023","San Francisco, California",-122.4194155,37.7749295
"2024","California, California",-117.9859038,35.125801
"2025","Greer, South Carolina",-82.2270568,34.9387279
"2026","Daly City, California",-122.4702079,37.6879241
"2027","Detroit, Michigan",-83.0457538,42.331427
"2028","California, California",-117.9859038,35.125801
"2029","Cincinnati, Ohio",-84.5120196,39.1031182
"2030","San Francisco, California",-122.4194155,37.7749295
"2031","San Francisco, California",-122.4194155,37.7749295
"2032","San Francisco, California",-122.4194155,37.7749295
"2033","College Park, Maryland",-76.93776,38.9896967
"2034","Atlanta, Georgia",-84.3879824,33.7489954
"2035","Lexington, Kentucky",-84.5037164,38.0405837
"2036","Indianapolis, Indiana",-86.158068,39.768403
"2037","Warren, Michigan",-83.0146526,42.5144566
"2038","Brewster, New York",-73.6170721,41.3973163
"2039","San Francisco, California",-122.4194155,37.7749295
"2040","Noida, Uttar Pradesh, India",77.3910265,28.5355161
"2041","New York, New York",-74.0059728,40.7127753
"2042","Santa Cruz, California",-122.0307963,36.9741171
"2043","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"2044","Dublin, Ohio",-83.1140771,40.0992294
"2045","London, England, United Kingdom",-0.1275862,51.5072178
"2046","Cleveland, Ohio",-81.6943605,41.49932
"2047","California, California",-117.9859038,35.125801
"2048","Houston, Texas",-95.3698028,29.7604267
"2049","New York, New York",-74.0059728,40.7127753
"2050","Hazen, North Dakota",-101.622665,47.294448
"2051","Shenzhen, Guangdong, China",114.057865,22.543096
"2052","California, California",-117.9859038,35.125801
